popularity,original_title,runtime,genres,release_year,budget_adj,revenue_adj,profit
1,He's Just Not That Into You,129,Comedy|Romance|Drama,2009,40656017,180166572,139510555
1,G.I. Joe: The Rise of Cobra,118,Adventure|Action|Thriller|Science Fiction,2009,177870076,307429640,129559564
1,The Proposal,108,Comedy|Romance|Drama,2009,40656017,322580119,281924102
1,The Ugly Truth,96,Comedy|Romance,2009,38623216,208665898,170042682
1,Cloudy with a Chance of Meatballs,90,Animation|Comedy|Family,2009,101640043,246973582,145333539
1,Fantastic Mr. Fox,87,Adventure|Animation|Comedy|Family,2009,40656017,47233167,6577150
1,Coraline,100,Animation|Family,2009,60984026,126639833,65655807
1,Night at the Museum: Battle of the Smithsonian,105,Adventure|Fantasy|Action|Comedy|Family,2009,152460065,419881290,267421225
1,17 Again,102,Comedy,2009,20328008,138502321,118174313
1,A Christmas Carol,96,Animation|Drama,2009,203280086,330567839,127287753
1,The Lovely Bones,136,Fantasy|Drama,2009,66066028,95059446,28993418
1,Paul Blart: Mall Cop,91,Action|Adventure|Comedy|Family,2009,26426411,186299217,159872806
1,Hachi: A Dog's Tale,93,Drama|Family,2009,16262406,48585352,32322946
1,Law Abiding Citizen,109,Drama|Crime|Thriller,2009,53869223,128768508,74899285
1,The Box,115,Thriller|Science Fiction,2009,30492013,33880215,3388202
1,Crank: High Voltage,96,Action|Thriller|Crime,2009,20328008,35127385,14799377
1,Pandorum,108,Action|Horror|Mystery|Science Fiction|Thriller,2009,33541214,20983919,-12557295
1,Drag Me to Hell,99,Horror|Thriller,2009,30492013,92332504,61840491
1,Knowing,121,Action|Adventure|Drama|Mystery|Science Fiction,2009,50820021,157995749,107175728
1,Moon,97,Science Fiction|Drama,2009,5082002,9920173,4838171
1,G-Force,88,Fantasy|Action|Adventure|Family|Comedy,2009,152460065,297620180,145160115
1,The Taking of Pelham 1 2 3,106,Thriller|Drama|Crime,2009,101640043,152628915,50988872
1,The Invention of Lying,100,Comedy|Romance|Fantasy,2009,18803408,32436176,13632768
1,Confessions of a Shopaholic,104,Comedy|Romance,2009,40656017,110109447,69453430
1,Gamer,95,Action|Thriller|Science Fiction,2009,50820021,41498145,-9321876
1,Mr. Nobody,141,Science Fiction|Drama|Romance|Fantasy,2009,47770820,3605384,-44165436
1,Couples Retreat,113,Comedy|Romance,2009,71148030,174663170,103515140
1,Brothers,104,Drama|Thriller|War,2009,26426411,44028788,17602377
1,The Road,111,Adventure|Drama,2009,32524813,28088536,-4436277
1,Monsters vs Aliens,94,Animation|Family|Adventure|Science Fiction,2009,177870076,387766797,209896721
1,Fish Tank,123,Drama,2009,3049201,2396521,-652680
1,Julie & Julia,123,Romance|Drama,2009,40656017,131665019,91009002
1,Chloe,96,Drama|Thriller|Mystery,2009,15246006,8598196,-6647810
1,Public Enemies,140,History|Crime|Drama,2009,81312034,217616028,136303994
1,Jennifer's Body,100,Comedy|Horror,2009,16262406,32073594,15811188
1,Orphan,123,Horror|Thriller|Mystery,2009,20328008,42278447,21950439
1,All About Steve,99,Comedy,2009,15246006,40763290,25517284
1,The Final Destination,82,Horror|Mystery,2009,40656017,189220360,148564343
1,Alvin and the Chipmunks: The Squeakquel,88,Comedy|Family|Animation|Fantasy|Music,2009,76230032,450407693,374177661
1,After.Life,104,Drama|Horror|Mystery|Thriller,2009,4573801,3665541,-908260
1,Bride Wars,89,Comedy,2009,30492013,116543991,86051978
1,Precious,110,Drama,2009,10164004,64691685,54527681
1,State of Play,127,Action,2009,60984026,89223892,28239866
1,The Unborn,87,Horror|Thriller|Mystery,2009,16262406,77768913,61506507
1,"New York, I Love You",103,Drama|Comedy|Romance,2009,14941086,8181684,-6759402
1,"I Love You, Man",105,Comedy,2009,41672417,93139872,51467455
1,The Informant!,108,Comedy|Crime|Drama|Thriller,2009,22360809,36005808,13644999
1,Race to Witch Mountain,98,Adventure|Family|Fantasy|Science Fiction|Thriller,2009,50820021,108047419,57227398
0,Case 39,109,Horror|Mystery|Thriller,2009,27442811,29475612,2032801
0,The Boat That Rocked,116,Drama|Comedy,2009,50820021,36944919,-13875102
0,Daybreakers,98,Fantasy|Horror|Action|Thriller|Science Fiction,2009,20328008,52259716,31931708
0,The Time Traveler's Wife,107,Drama|Romance|Fantasy,2009,39639616,102890004,63250388
0,Antichrist,108,Drama|Horror|Thriller,2009,11180404,804853,-10375551
0,Love Happens,109,Drama|Romance,2009,18295207,36725611,18430404
0,Push,111,Action,2009,38623216,46210949,7587733
0,Brooklyn's Finest,133,Crime|Drama|Thriller,2009,17278807,30020707,12741900
0,Saw VI,90,Horror|Mystery,2009,11180404,69352690,58172286
0,The Young Victoria,105,Drama|History|Romance,2009,35574015,27859423,-7714592
0,A Serious Man,105,Comedy|Drama,2009,7114803,31945805,24831002
0,A Perfect Getaway,98,Thriller|Mystery|Adventure,2009,14229606,23227431,8997825
0,Whiteout,101,Action|Crime|Mystery|Thriller,2009,40656017,12406212,-28249805
0,I Love You Phillip Morris,98,Comedy|Drama|Romance,2009,13213205,10826733,-2386472
0,Enter the Void,161,Fantasy|Drama,2009,13213205,766619,-12446586
0,12 Rounds,108,Action|Adventure|Drama|Thriller,2009,20328008,17563730,-2764278
0,3 Idiots,170,Drama|Comedy|Romance,2009,9147603,71148030,62000427
0,Transformers: Revenge of the Fallen,150,Science Fiction|Action|Adventure,2009,152460065,850012865,697552800
0,The Men Who Stare at Goats,93,Comedy|War,2009,24393610,69856549,45462939
0,Ninja Assassin,99,Action|Crime|Thriller,2009,40656017,61453955,20797938
0,Bandslam,111,Comedy|Drama|Family|Music,2009,20328008,5296450,-15031558
0,Where the Wild Things Are,101,Family|Fantasy,2009,101640043,101728259,88216
0,It's Complicated,121,Comedy|Romance,2009,86394036,222697050,136303014
0,Land of the Lost,102,Adventure|Comedy|Science Fiction,2009,101640043,69815357,-31824686
0,Invictus,134,Drama|History,2009,60984026,124238661,63254635
0,Planet 51,91,Science Fiction|Animation|Family|Comedy|Adventure,2009,71148030,106666921,35518891
0,Year One,97,Comedy|Adventure,2009,60984026,63380596,2396570
0,Life During Wartime,97,Comedy|Drama,2009,4573801,757031,-3816770
0,Ondine,111,Drama|Romance,2009,12196805,1671729,-10525076
0,My Bloody Valentine,101,Mystery|Horror,2009,15246006,102386811,87140805
0,Old Dogs,88,Comedy|Family,2009,35574015,93731746,58157731
0,Agora,127,Adventure|Drama|History,2009,71148030,39681802,-31466228
0,The Boondock Saints II: All Saints Day,118,Action|Thriller|Crime,2009,8131203,10803646,2672443
0,The Bad Lieutenant: Port of Call - New Orleans,122,Drama|Crime,2009,25410010,10762767,-14647243
0,The Imaginarium of Doctor Parnassus,123,Adventure|Fantasy|Mystery,2009,30492013,62822465,32330452
0,Horsemen,90,Crime|Drama|Horror|Mystery|Thriller,2009,20328008,1034086,-19293922
0,Armored,88,Action|Crime|Drama|Thriller,2009,20328008,23318483,2990475
0,Cirque du Freak: The Vampire's Assistant,109,Adventure|Fantasy|Action|Thriller,2009,40656017,28631665,-12024352
0,Leaves of Grass,104,Comedy|Crime|Drama|Thriller,2009,9147603,1001273,-8146330
0,An Education,100,Drama|Romance,2009,7623003,26524851,18901848
0,Funny People,146,Comedy|Drama,2009,76230032,62466935,-13763097
0,Up in the Air,109,Drama|Romance,2009,25410010,166354259,140944249
0,Astro Boy,94,Animation|Action|Family|Science Fiction,2009,66066028,44814179,-21251849
0,The International,118,Drama|Thriller|Crime,2009,50820021,61148063,10328042
0,Universal Soldier: Regeneration,97,Adventure|Action|Science Fiction|Thriller,2009,14229606,889742,-13339864
0,Fast & Furious,107,Action|Crime|Drama|Thriller,2009,86394036,369120316,282726280
0,Capitalism: A Love Story,120,Documentary,2009,20328008,17722475,-2605533
0,Halloween II,105,Horror,2009,15246006,40067996,24821990
0,Hannah Montana: The Movie,102,Comedy|Drama|Family|Music|Romance,2009,35574015,158096289,122522274
0,Banlieue 13 - Ultimatum,101,Action|Thriller|Crime,2009,15246006,8930475,-6315531
0,Aliens in the Attic,86,Adventure|Comedy|Family|Fantasy|Science Fiction,2009,45738019,58830330,13092311
0,The Collector,88,Horror|Thriller,2009,3455761,9598903,6143142
0,Women in Trouble,92,Comedy|Drama,2009,3049201,18393,-3030808
0,The Fourth Kind,98,Science Fiction|Thriller,2009,10164004,43027579,32863575
0,Solitary Man,90,Comedy|Drama|Romance,2009,15246006,5107190,-10138816
0,The Disappearance of Alice Creed,100,Crime|Drama|Thriller,2009,813120,881944,68824
0,Duplicity,125,Thriller,2009,79428291,60984026,-18444265
0,Bright Star,119,Drama|Romance,2009,8639403,4512873,-4126530
0,Adventureland,107,Comedy,2009,9655804,17445880,7790076
0,Extract,92,Comedy,2009,8131203,11026707,2895504
0,Defendor,101,Drama|Action|Comedy|Crime,2009,3557401,45191,-3512210
0,Nine,112,Drama|Music|Romance,2009,81312034,54708276,-26603758
0,The Messenger,113,Drama|History,2009,6606602,1546210,-5060392
0,Away We Go,98,Drama|Comedy|Romance,2009,17278807,15143773,-2135034
0,My Life in Ruins,95,Comedy|Romance,2009,17278807,20790751,3511944
0,My Sister's Keeper,109,Drama,2009,30492013,97284640,66792627
0,The Soloist,109,Drama,2009,60984026,32240382,-28743644
0,Friday the 13th,97,Horror,2009,19311608,92877707,73566099
0,Crossing Over,113,Drama,2009,25410010,1054347,-24355663
0,Harry Brown,103,Thriller|Crime|Drama|Action,2009,7419723,10499159,3079436
0,Surrogates,89,Action|Science Fiction|Thriller,2009,81312034,124452919,43140885
0,Street Fighter: The Legend of Chun-Li,97,Action|Adventure|Science Fiction|Thriller,2009,50820021,12973539,-37846482
0,Hotel for Dogs,100,Comedy|Family,2009,35574015,74232256,38658241
0,Obsessed,108,Drama|Thriller,2009,20328008,75041189,54713181
0,Tetro,127,Drama|Mystery,2009,15246006,115077,-15130929
0,Whip It,111,Drama,2009,15246006,16905823,1659817
0,Solomon Kane,104,Adventure|Fantasy|Action|Science Fiction,2009,45738019,7938087,-37799932
0,Survival of the Dead,90,Horror|Science Fiction,2009,4065601,145539,-3920062
0,X-Men Origins: Wolverine,107,Adventure|Action|Thriller|Science Fiction,2009,152460065,346726502,194266437
0,S. Darko,103,Thriller|Crime|Science Fiction|Mystery,2009,4065601,4167241,101640
0,Black Dynamite,90,Action|Comedy,2009,2947561,301420,-2646141
0,City Island,104,Drama|Comedy,2009,6098402,6780114,681712
0,Amelia,111,Drama|Adventure|Romance,2009,40656017,19574367,-21081650
0,Beyond a Reasonable Doubt,105,Drama,2009,25410010,4460537,-20949473
0,New in Town,97,Comedy|Romance,2009,8131203,29486606,21355403
0,Me and Orson Welles,114,Comedy|Drama|Romance,2009,25410010,2374486,-23035524
0,Shorts,89,Comedy|Family,2009,40656017,29447669,-11208348
0,Sorority Row,101,Horror|Mystery|Thriller,2009,12705005,27652312,14947307
0,Ch̩ri,86,Drama|Comedy|Romance,2009,23377209,9519837,-13857372
0,The Joneses,96,Comedy|Drama,2009,10164004,7137903,-3026101
0,Fired Up!,90,Comedy|Romance,2009,20328008,18904135,-1423873
0,Wanted,129,Action|Comedy|Crime|Thriller,2009,76,136,60
0,World's Greatest Dad,99,Comedy|Romance,2009,10164004,300600,-9863404
0,The Girlfriend Experience,77,Comedy|Drama,2009,1727880,1024493,-703387
0,Post Grad,89,Comedy,2009,15246006,6510293,-8735713
0,Paper Heart,88,Comedy|Drama|Romance,2009,1016400,1318241,301841
0,Crazy Heart,112,Drama|Music|Romance,2009,7114803,40109639,32994836
0,Stolen Lives,97,Crime|Drama|Mystery|Thriller,2009,2032800,7425,-2025375
0,Like Dandelion Dust,100,Drama|Family,2009,2541001,358596,-2182405
0,I Hope They Serve Beer in Hell,106,Comedy|Drama,2009,7114803,1452740,-5662063
0,Beautiful,97,Drama|Mystery|Thriller,2009,1524600,56918,-1467682
0,Did You Hear About The Morgans?,103,Comedy,2009,58951225,86678883,27727658
0,The Grudge 3,90,Horror|Thriller,2009,5082002,39243229,34161227
0,Big Fan,91,Comedy|Drama,2009,254100,236548,-17552
0,Mao's Last Dancer,117,Drama|Romance,2009,25410010,21059258,-4350752
0,Down Terrace,89,Drama|Action|Comedy,2009,31703,10164,-21539
9,Inception,148,Action|Thriller|Science Fiction|Mystery|Adventure,2010,160000000,825500000,665500000
5,Iron Man 2,124,Adventure|Action|Science Fiction,2010,200000000,623933331,423933331
5,Alice in Wonderland,108,Family|Fantasy|Adventure,2010,200000000,1025467110,825467110
5,Black Swan,108,Drama|Mystery|Thriller,2010,13000000,327803731,314803731
4,Harry Potter and the Deathly Hallows: Part 1,146,Adventure|Fantasy|Family,2010,250000000,954305868,704305868
3,Despicable Me,95,Action|Animation|Family,2010,69000000,543513985,474513985
3,The Expendables,103,Action|Thriller,2010,80000000,274470394,194470394
3,How to Train Your Dragon,98,Fantasy|Adventure|Animation|Family,2010,165000000,494878759,329878759
3,Shutter Island,138,Drama|Thriller|Mystery,2010,80000000,294804195,214804195
2,TRON: Legacy,125,Adventure|Action|Science Fiction,2010,170000000,400062763,230062763
2,Tangled,100,Animation|Family,2010,260000000,591794936,331794936
2,Toy Story 3,103,Animation|Family|Comedy,2010,200000000,1063171911,863171911
2,Salt,100,Action|Thriller|Crime|Mystery,2010,110000000,293329073,183329073
2,127 Hours,94,Adventure|Drama|Thriller,2010,18000000,35692920,17692920
2,Easy A,92,Comedy,2010,8000000,74952305,66952305
2,The Chronicles of Narnia: The Voyage of the Dawn Treader,113,Adventure|Family|Fantasy,2010,155000000,415686217,260686217
2,Kick-Ass,117,Action|Crime,2010,28000000,96188903,68188903
2,The Tourist,103,Action|Thriller|Romance,2010,100000000,278346189,178346189
2,Prince of Persia: The Sands of Time,116,Adventure|Fantasy|Action|Romance,2010,150000000,335154643,185154643
2,Robin Hood,140,Action,2010,200000000,310669540,110669540
2,True Grit,110,Drama|Adventure|Western,2010,38000000,252276927,214276927
2,Clash of the Titans,106,Adventure|Fantasy|Action,2010,125000000,232713139,107713139
2,The Sorcerer's Apprentice,109,Fantasy|Adventure|Action|Comedy|Drama,2010,150000000,215283742,65283742
1,The Social Network,120,Drama,2010,40000000,224920315,184920315
1,Scott Pilgrim vs. the World,112,Action|Adventure|Comedy,2010,60000000,47664559,-12335441
1,Little Fockers,98,Comedy|Romance,2010,100000000,310650585,210650585
1,Predators,107,Action|Science Fiction|Adventure|Thriller,2010,40000000,126248813,86248813
1,Percy Jackson & the Olympians: The Lightning Thief,118,Adventure|Fantasy|Family,2010,95000000,226497209,131497209
1,Unstoppable,98,Action|Thriller,2010,100000000,167805466,67805466
1,Shrek Forever After,93,Comedy|Adventure|Fantasy|Animation|Family,2010,165000000,752600867,587600867
1,Dear John,115,Drama|Romance|War,2010,25000000,114977104,89977104
1,The A-Team,117,Thriller|Action|Adventure|Comedy|Crime,2010,110000000,177238796,67238796
1,RED,111,Action|Adventure|Comedy|Crime|Thriller,2010,58000000,71664962,13664962
1,Machete,105,Action|Comedy|Thriller,2010,20000000,31327899,11327899
1,Grown Ups,102,Comedy,2010,80000000,271430189,191430189
1,The Book of Eli,118,Action|Thriller|Science Fiction,2010,80000000,157107755,77107755
1,Date Night,97,Comedy,2010,55000000,152263880,97263880
1,The Town,125,Crime|Drama|Thriller,2010,37000000,154026136,117026136
1,The Twilight Saga: Eclipse,124,Adventure|Fantasy|Drama|Romance,2010,68000000,698491347,630491347
1,Megamind,95,Animation|Action|Comedy|Family|Science Fiction,2010,130000000,321885765,191885765
1,The Last Airbender,103,Action|Adventure|Family|Fantasy,2010,150000000,318502923,168502923
1,The Other Guys,107,Action|Comedy|Crime,2010,100000000,170432927,70432927
1,Insidious,103,Horror|Thriller,2010,1500000,97009150,95509150
1,Step Up 3D,107,Drama|Romance,2010,30000000,159291809,129291809
1,The King's Speech,118,Drama|History,2010,15000000,414211549,399211549
1,Love & Other Drugs,112,Drama|Comedy|Romance,2010,30000000,102820008,72820008
1,The Way Back,133,Drama|Adventure|History,2010,30000000,20348249,-9651751
1,Repo Men,111,Action|Science Fiction|Thriller|Crime,2010,32000000,18409891,-13590109
1,Last Night,90,Drama|Romance,2010,7000000,7644937,644937
1,Knight and Day,109,Action|Comedy,2010,117000000,261930431,144930431
1,Eat Pray Love,133,Drama,2010,60000000,204594016,144594016
1,Blue Valentine,112,Drama|Romance,2010,1000000,12355734,11355734
1,The Bounty Hunter,110,Action,2010,40000000,136000000,96000000
1,Leap Year,100,Romance|Comedy,2010,19000000,29922472,10922472
1,Green Zone,115,Action|Adventure|Drama|Thriller,2010,100000000,94882889,-5117111
1,Gulliver's Travels,85,Comedy,2010,112000000,237382724,125382724
1,The Back-Up Plan,106,Comedy|Romance,2010,35000000,77477008,42477008
1,Charlie St. Cloud,99,Drama,2010,44000000,48190704,4190704
1,The Switch,101,Comedy|Romance|Drama,2010,19000000,49830607,30830607
1,The Runaways,106,Drama|Music,2010,10000000,2995811,-7004189
1,Valentine's Day,125,Comedy|Romance,2010,52000000,216485654,164485654
1,Don't Be Afraid of the Dark,99,Fantasy|Horror|Thriller,2010,25000000,36993168,11993168
1,Saw 3D,90,Horror|Crime,2010,20000000,136150434,116150434
1,The Karate Kid,140,Action|Adventure|Drama|Family,2010,40000000,357852395,317852395
1,Due Date,95,Comedy|Drama,2010,65000000,211780824,146780824
1,Wild Target,98,Action|Comedy,2010,8000000,3453043,-4546957
1,From Paris with Love,92,Action|Crime|Thriller,2010,52000000,52615806,615806
1,The Ghost Writer,128,Thriller|Mystery,2010,45000000,60222298,15222298
1,It's Kind of a Funny Story,101,Comedy|Drama,2010,8000000,6491240,-1508760
1,The Next Three Days,133,Romance|Drama|Thriller|Crime,2010,30000000,51148651,21148651
1,A Nightmare on Elm Street,95,Horror|Mystery|Thriller,2010,35000000,115664037,80664037
1,The Losers,97,Action|Adventure|Crime|Mystery|Thriller,2010,25000000,23580000,-1420000
1,The Fighter,116,Drama,2010,25000000,9190869,-15809131
1,Get Him to the Greek,109,Comedy,2010,40000000,90029656,50029656
1,Jonah Hex,80,Action|Western|Drama|Fantasy|Thriller,2010,47000000,10539000,-36461000
1,Vampires Suck,82,Horror|Comedy,2010,20000000,80547866,60547866
1,Inside Job,109,Documentary,2010,2000000,7871522,5871522
0,Killers,100,Action|Comedy|Thriller|Romance,2010,75000000,98159963,23159963
0,Legion,100,Horror,2010,26000000,67918658,41918658
0,Sex and the City 2,146,Comedy|Drama|Romance,2010,100000000,288347692,188347692
0,You Again,105,Comedy|Romance,2010,20000000,32005248,12005248
0,Nanny McPhee and the Big Bang,109,Fantasy|Comedy,2010,35000000,93246388,58246388
0,Hot Tub Time Machine,101,Science Fiction|Comedy|Adventure,2010,36000000,64572262,28572262
0,Let Me In,116,Drama|Horror|Mystery,2010,20000000,24145613,4145613
0,Flipped,90,Comedy|Drama|Romance,2010,14000000,1755212,-12244788
0,Legend of the Guardians: The Owls of Ga'Hoole,97,Animation|Adventure|Family|Fantasy,2010,80000000,140073390,60073390
0,Takers,107,Action|Crime|Drama|Thriller,2010,32000000,69055695,37055695
0,Burlesque,119,Drama|Romance,2010,55000000,89519773,34519773
0,The Company Men,104,Drama,2010,15000000,4882577,-10117423
